Wochentag,Max Kap,davon freie Kap,Auslastung %,Gesamt,MGL Gesa.,Gäste,Jugend,MGL 18-40,MGL 40-50,MGL 50-65,MGL 65+,Sperrung.,Internet,time,Auslastung Gesamt,Auslastung Gäste,Auslastung MGL Gesa.,Auslastung MGL Jugend,Auslastung MGL 18-40,Auslastung MGL 40-50,Auslastung MGL 50-65,Auslastung MGL 65+,Jahr,Monat,Tag,Weekend,Stunde,Minute,Saison,monat_text
So,4,4,0.0,0,0,0,0,0,0,0,0,0,0,15:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,25,True,15,20,August - September,Sep
So,4,4,0.0,0,0,0,0,0,0,0,0,0,0,15:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,25,True,15,30,August - September,Sep
So,4,4,0.0,0,0,0,0,0,0,0,0,0,0,15:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,25,True,15,40,August - September,Sep
So,4,4,0.0,0,0,0,0,0,0,0,0,0,0,15:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,25,True,15,50,August - September,Sep
So,4,4,0.0,0,0,0,0,0,0,0,0,0,0,16:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,25,True,16,0,August - September,Sep
So,4,4,0.0,0,0,0,0,0,0,0,0,0,0,16:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,25,True,16,10,August - September,Sep
So,4,4,0.0,0,0,0,0,0,0,0,0,0,0,16:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,25,True,16,20,August - September,Sep
So,4,4,0.0,0,0,0,0,0,0,0,0,0,0,16:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,25,True,16,30,August - September,Sep
So,4,4,0.0,0,0,0,0,0,0,0,0,0,0,16:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,25,True,16,40,August - September,Sep
So,4,4,0.0,0,0,0,0,0,0,0,0,0,0,16:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,25,True,16,50,August - September,Sep
So,4,4,0.0,0,0,0,0,0,0,0,0,0,0,17:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,25,True,17,0,August - September,Sep
So,4,4,0.0,0,0,0,0,0,0,0,0,0,0,17:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,25,True,17,10,August - September,Sep
So,4,4,0.0,0,0,0,0,0,0,0,0,0,0,17:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,25,True,17,20,August - September,Sep
So,4,4,0.0,0,0,0,0,0,0,0,0,0,0,17:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,25,True,17,30,August - September,Sep
So,4,4,0.0,0,0,0,0,0,0,0,0,0,0,17:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,25,True,17,40,August - September,Sep
So,4,4,0.0,0,0,0,0,0,0,0,0,0,0,17:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,25,True,17,50,August - September,Sep
So,4,4,0.0,0,0,0,0,0,0,0,0,0,0,18:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,25,True,18,0,August - September,Sep
So,4,4,0.0,0,0,0,0,0,0,0,0,0,0,18:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,25,True,18,10,August - September,Sep
So,4,4,0.0,0,0,0,0,0,0,0,0,0,0,18:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,25,True,18,20,August - September,Sep
So,4,4,0.0,0,0,0,0,0,0,0,0,0,0,18:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,25,True,18,30,August - September,Sep
So,4,4,0.0,0,0,0,0,0,0,0,0,0,0,18:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,25,True,18,40,August - September,Sep
So,4,4,0.0,0,0,0,0,0,0,0,0,0,0,18:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,25,True,18,50,August - September,Sep
So,4,4,0.0,0,0,0,0,0,0,0,0,0,0,19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,25,True,19,0,August - September,Sep
So,4,4,0.0,0,0,0,0,0,0,0,0,0,0,19:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,25,True,19,10,August - September,Sep
So,4,4,0.0,0,0,0,0,0,0,0,0,0,0,19:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,25,True,19,20,August - September,Sep
So,4,4,0.0,0,0,0,0,0,0,0,0,0,0,19:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,25,True,19,30,August - September,Sep
So,4,4,0.0,0,0,0,0,0,0,0,0,0,0,19:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,25,True,19,40,August - September,Sep
So,4,4,0.0,0,0,0,0,0,0,0,0,0,0,19:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,25,True,19,50,August - September,Sep
So,4,4,0.0,0,0,0,0,0,0,0,0,0,0,20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,25,True,20,0,August - September,Sep
So,4,4,0.0,0,0,0,0,0,0,0,0,0,0,20:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,25,True,20,10,August - September,Sep
So,4,4,0.0,0,0,0,0,0,0,0,0,0,0,20:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,25,True,20,20,August - September,Sep
So,4,4,0.0,0,0,0,0,0,0,0,0,0,0,20:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,25,True,20,30,August - September,Sep
So,4,4,0.0,0,0,0,0,0,0,0,0,0,0,20:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,25,True,20,40,August - September,Sep
So,4,4,0.0,0,0,0,0,0,0,0,0,0,0,20:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,25,True,20,50,August - September,Sep
So,4,4,0.0,0,0,0,0,0,0,0,0,0,0,21:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,25,True,21,0,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,0,0,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,6,0,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,06:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,6,10,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,06:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,6,20,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,06:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,6,30,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,06:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,6,40,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,06:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,6,50,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,7,0,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,07:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,7,10,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,07:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,7,20,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,07:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,7,30,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,07:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,7,40,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,07:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,7,50,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,08:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,8,0,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,08:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,8,10,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,08:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,8,20,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,08:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,8,30,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,08:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,8,40,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,08:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,8,50,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,9,0,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,09:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,9,10,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,09:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,9,20,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,09:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,9,30,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,09:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,9,40,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,09:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,9,50,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,10,0,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,10:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,10,10,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,10:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,10,30,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,10:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,10,40,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,10:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,10,50,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,11:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,11,0,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,11:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,11,10,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,11:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,11,20,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,14:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,14,50,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,15,0,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,15:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,15,10,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,15:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,15,20,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,15:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,15,40,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,16:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,16,0,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,16:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,16,10,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,16:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,16,20,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,16:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,16,30,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,16:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,16,40,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,16:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,16,50,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,17:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,17,0,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,17:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,17,10,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,17:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,17,20,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,17:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,17,30,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,17:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,17,40,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,17:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,17,50,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,18:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,18,0,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,18:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,18,10,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,18:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,18,20,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,18:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,18,30,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,18:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,18,40,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,18:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,18,50,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,19,0,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,19:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,19,10,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,19:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,19,20,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,19:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,19,30,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,19:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,19,40,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,19:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,19,50,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,20,0,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,20:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,20,10,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,20:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,20,20,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,20:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,20,30,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,20:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,20,40,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,20:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,20,50,August - September,Sep
Mo,4,4,0.0,0,0,0,0,0,0,0,0,0,0,21:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,26,False,21,0,August - September,Sep
Di,4,4,0.0,0,0,0,0,0,0,0,0,0,0,00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,27,False,0,0,August - September,Sep
Di,4,4,0.0,0,0,0,0,0,0,0,0,0,0,06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,27,False,6,0,August - September,Sep
Di,4,4,0.0,0,0,0,0,0,0,0,0,0,0,06:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,27,False,6,10,August - September,Sep
Di,4,4,0.0,0,0,0,0,0,0,0,0,0,0,06:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,27,False,6,20,August - September,Sep
Di,4,4,0.0,0,0,0,0,0,0,0,0,0,0,06:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,27,False,6,30,August - September,Sep
Di,4,4,0.0,0,0,0,0,0,0,0,0,0,0,06:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,27,False,6,40,August - September,Sep
Di,4,4,0.0,0,0,0,0,0,0,0,0,0,0,06:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,27,False,6,50,August - September,Sep
Di,4,4,0.0,0,0,0,0,0,0,0,0,0,0,07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,27,False,7,0,August - September,Sep
Di,4,4,0.0,0,0,0,0,0,0,0,0,0,0,07:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,27,False,7,10,August - September,Sep
Di,4,4,0.0,0,0,0,0,0,0,0,0,0,0,07:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,27,False,7,20,August - September,Sep
Di,4,4,0.0,0,0,0,0,0,0,0,0,0,0,07:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,27,False,7,30,August - September,Sep
Di,4,4,0.0,0,0,0,0,0,0,0,0,0,0,07:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,27,False,7,40,August - September,Sep
Di,4,4,0.0,0,0,0,0,0,0,0,0,0,0,07:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,27,False,7,50,August - September,Sep
Di,4,4,0.0,0,0,0,0,0,0,0,0,0,0,08:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,27,False,8,0,August - September,Sep
Di,4,4,0.0,0,0,0,0,0,0,0,0,0,0,08:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,27,False,8,10,August - September,Sep
Di,4,4,0.0,0,0,0,0,0,0,0,0,0,0,08:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,27,False,8,20,August - September,Sep
Di,4,4,0.0,0,0,0,0,0,0,0,0,0,0,08:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,27,False,8,30,August - September,Sep
Di,4,4,0.0,0,0,0,0,0,0,0,0,0,0,08:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,27,False,8,40,August - September,Sep
Di,4,4,0.0,0,0,0,0,0,0,0,0,0,0,08:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,27,False,8,50,August - September,Sep
Di,4,4,0.0,0,0,0,0,0,0,0,0,0,0,09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,27,False,9,0,August - September,Sep
Di,4,4,0.0,0,0,0,0,0,0,0,0,0,0,09:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,27,False,9,10,August - September,Sep
Di,4,4,0.0,0,0,0,0,0,0,0,0,0,0,09:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,27,False,9,20,August - September,Sep
Di,4,4,0.0,0,0,0,0,0,0,0,0,0,0,09:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,27,False,9,40,August - September,Sep
Di,4,4,0.0,0,0,0,0,0,0,0,0,0,0,09:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,27,False,9,50,August - September,Sep
Di,4,4,0.0,0,0,0,0,0,0,0,0,0,0,10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,27,False,10,0,August - September,Sep
Di,4,4,0.0,0,0,0,0,0,0,0,0,0,0,10:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,27,False,10,10,August - September,Sep
Di,4,4,0.0,0,0,0,0,0,0,0,0,0,0,10:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,27,False,10,20,August - September,Sep
Di,4,4,0.0,0,0,0,0,0,0,0,0,0,0,10:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,27,False,10,30,August - September,Sep
Di,4,4,0.0,0,0,0,0,0,0,0,0,0,0,10:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,27,False,10,40,August - September,Sep
Di,4,4,0.0,0,0,0,0,0,0,0,0,0,0,10:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,27,False,10,50,August - September,Sep
Di,4,4,0.0,0,0,0,0,0,0,0,0,0,0,11:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,27,False,11,0,August - September,Sep
Di,4,4,0.0,0,0,0,0,0,0,0,0,0,0,11:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,27,False,11,10,August - September,Sep
Di,4,4,0.0,0,0,0,0,0,0,0,0,0,0,11:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,27,False,11,20,August - September,Sep
Di,4,4,0.0,0,0,0,0,0,0,0,0,0,0,11:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,27,False,11,30,August - September,Sep
Di,4,4,0.0,0,0,0,0,0,0,0,0,0,0,12:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,27,False,12,0,August - September,Sep
Di,4,4,0.0,0,0,0,0,0,0,0,0,0,0,12:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,27,False,12,10,August - September,Sep
Di,4,4,0.0,0,0,0,0,0,0,0,0,0,0,12:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,27,False,12,20,August - September,Sep
Di,4,4,0.0,0,0,0,0,0,0,0,0,0,0,12:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,27,False,12,40,August - September,Sep
Di,4,4,0.0,0,0,0,0,0,0,0,0,0,0,12:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,27,False,12,50,August - September,Sep
Di,4,4,0.0,0,0,0,0,0,0,0,0,0,0,13:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,27,False,13,0,August - September,Sep
Di,4,4,0.0,0,0,0,0,0,0,0,0,0,0,13:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,27,False,13,10,August - September,Sep
Di,4,4,0.0,0,0,0,0,0,0,0,0,0,0,13:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,27,False,13,20,August - September,Sep
Di,4,4,0.0,0,0,0,0,0,0,0,0,0,0,13:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,27,False,13,30,August - September,Sep
Di,4,4,0.0,0,0,0,0,0,0,0,0,0,0,13:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,27,False,13,40,August - September,Sep
Di,4,4,0.0,0,0,0,0,0,0,0,0,0,0,13:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,27,False,13,50,August - September,Sep
Di,4,4,0.0,0,0,0,0,0,0,0,0,0,0,14:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,27,False,14,10,August - September,Sep
Di,4,4,0.0,0,0,0,0,0,0,0,0,0,0,14:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,27,False,14,20,August - September,Sep
Di,4,4,0.0,0,0,0,0,0,0,0,0,0,0,14:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,27,False,14,30,August - September,Sep
Di,4,4,0.0,0,0,0,0,0,0,0,0,0,0,14:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,27,False,14,50,August - September,Sep
Di,4,4,0.0,0,0,0,0,0,0,0,0,0,0,15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,27,False,15,0,August - September,Sep
Di,4,4,0.0,0,0,0,0,0,0,0,0,0,0,15:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,27,False,15,10,August - September,Sep
Di,4,4,0.0,0,0,0,0,0,0,0,0,0,0,15:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,9,27,False,15,30,August - September,Sep
